Key,English,Thai
UI_IGNORELIST_COUNT,Ignored list: %d,รายชื่อที่ไม่สนใจ: %d
UI_CHATFILTER_TITLE,Chatting Filter,ตัวกรองการสนทนา
UI_CHATFILTER_GENERAL,General,General
UI_CHATFILTER_WHISPER,Whisper,กระซิบ
UI_CHATFILTER_SHOUT,Shout,ตะโกน
UI_CHATFILTER_PARTY,Party,ปาร์ตี้
UI_CHATFILTER_GUILD,Guild,กิลด์
UI_CHATFILTER_RESET_COLORS,Reset Defaults,คืนค่าเดิม
UI_POSTSEND_TO,Receiver,ได้รับ
UI_POSTSEND_TITLE,Title,Title
UI_POSTSEND_GOLD,Penya,Penya
UI_POSTSEND_PRICE,Rental Fee: %d Penya,ค่าใช้จ่ายทั้งหมด: %d Penya
UI_POSTSEND_SEND,Send,ส่ง
UI_ITEMSLOT_TITLE,Item confirmation,ยืนยันไอเทม
UI_ITEMSLOT_QUESTION,How many items?,ไอเทมจำนวนกี่รายการ?
UI_ITEMSLOT_COUNT,Count:,จำนวน:
UI_POSTSEND_CONFIRM,Are you sure you want to send?\nMail expires after %d days,คุณยืนยันที่จะส่งไหม?\nจดหมายที่ส่ง จะหมดอายุภายใน %d วัน
UI_POST_NO_MAIL,You don't have any mail,คุณยังไม่มีจดหมายใดๆ
UI_POST_UNKNOWN,Unknown,ไม่ทราบ
UI_POST_RECEIVE_DATE,Date Received: %s,วันที่ได้รับ : %s
UI_POSTREAD_TITLE,Check Post Box,ตรวจสอบกล่องจดหมาย
UI_POSTREAD_FROM,Sender,ผู้ส่ง
UI_POSTREAD_DELETE,Delete,ลบ
UI_POSTREAD_DELETE_ALL,Delete all read mails,ลบจดหมายที่อ่านแล้วทั้งหมด
UI_POSTREAD_DELETEALL_CONFIRM,Delete selected mails? Items and penya will be deleted as well.,ถ้าลบจดหมายที่เลือก ไอเท็มและ Penya ก็จะถูกลบด้วยเช่นกัน
UI_POSTREAD_REPLY,Reply,ตอบกลับ
UI_POSTREAD_DELETETITLE,Delete Mail,ลบจดหมาย
UI_POSTREAD_DELETECONFIRM,Delete this mail? Items and penya will be deleted as well.,ลบจดหมายนี้หรือไม่? ไอเทมและ Penya จะถูกลบด้วย
UI_POSTREAD_MAILEXPIRED,Mail Expired,จดหมายหมดอายุ
UI_POSTREAD_KEEP_PAY,This mail expired %d days ago. You must pay %s penya to recover it.,จดหมายฉบับนี้หมดอายุมาเป็น%d วัน คุณต้องจ่าย %s penya เพื่อเรียกคืน
UI_QUEST_CANCEL,Remove quest,ลบเควส
UI_QUEST_CANCEL_TIP,Cancel Quest in Progress,ยกเลิกเควสที่กำลังทำ
UI_QUEST_ALLQUESTS,All Quests,เควสทั้งหมด
UI_QUEST_INPROGRESS,In Progress,กำลังทำ
UI_QUEST_COMPLETED,Completed,สำเร็จแล้ว
UI_QUEST_LIST,Quest List,รายชื่อเควส
UI_QUEST_DETAIL,Quest Details,รายละเอียดเควส
UI_QUEST_REWARDS,Reward List,Reward List
UI_QUEST_CONDITIONS,Quest Condition,เงื่อนไขเควส
UI_QUEST_GOLD1,Penya: %d,Penya: %d
UI_QUEST_GOLD2,Penya: %d~%d,Penya: %d~%d
UI_QUEST_GOLD3,Penya: ????,Penya: ????
UI_QUEST_EXP1,Experience Gained.,ได้รับ EXP
UI_QUEST_EXP2,Experience: %.2f%%,Exp: %.2f%%
UI_QUEST_EXP_COUPLE,Couple Experience: %.2f%%,Couple Experience: %.2f%%
UI_QUEST_SKILLPOINT,Skill points,Skill points
UI_QUEST_INVENTORYSLOT1,Inventory Space,พื้นที่ช่องเก็บของ
UI_QUEST_INVENTORYSLOT2,Inventory Space: %d,พื้นที่ช่องเก็บของ: %d
UI_QUEST_MODIFY_KARMA1,Collected Karma Point: %d,สะสมKarma Point: %d
UI_QUEST_MODIFY_KARMA2,Collected Karma Point: ????,สะสม Karma Point: ????
UI_QUEST_ADD_KARMA1,Added Karma Point: %d,เพิ่ม Karma Point: %d
UI_QUEST_ADD_KARMA2,Added Karma Point: ????,เพิ่ม Karma Point: ????
UI_QUEST_ITEM1,Item: %s(%d),ไอเท็ม: %s(%d)
UI_QUEST_ITEM2,Item: ????,ไอเท็ม: ????
UI_QUEST_COND_COMPLETED,Quest completed.,เควสสำเร็จแล้ว
UI_QUEST_LIMIT_TIME,Time Left: #b%d minutes#nb,เวลาคงเหลือ: #b%d นาที#nb
UI_QUEST_LIMIT_TIMEOUT,#bYou exceeded the time limit#nb,#bคุณใช้เวลามากกว่ากำหนด#nb
UI_QUEST_KILL_NPC,Defeat %s #cffc32f07#b%d/%d#nb#nc,กำจัด %s #cffc32f07#b%d/%d#nb#nc
UI_QUEST_ITEM,%s #cffc32f07#b%d/%d#nb#nc,%s จำนวน #cffc32f07#b%d/%d#nb#nc
UI_QUEST_PATROL,%s Search,%s ค้นหา
UI_QUEST_COMPLETE_TEXT,[Complete],[สำเร็จ]
UI_QUEST_NODISGUISE,Transformed into a human,แปลงร่างเป็นมนุษย์
UI_QUEST_DISGUISE,Transformed into %s,แปลงร่างเป็น %s
UI_QUEST_SKILLLVL,%s Skill Level #b(%d/%d)#nb,%s เลเวลสกิล #b(%d/%d)#nb
UI_QUEST_KARMA_POINT,Karma Point #b(%d %s %d)#nb,Karma Point #b(%d %s %d)#nb
UI_QUEST_PARTY_SOLO,Going solo,ไปคนเดียว / ลุยเดี่ยว
UI_QUEST_PARTY,Create party,สร้างปาร์ตี้
UI_QUEST_PARTY_LEADER,Party Leader,หัวหน้าปาร์ตี้
UI_QUEST_PARTY_MEMBER,Non-Party Leader,ไม่ใช่หัวหน้าปาร์ตี้
UI_QUEST_PARTY_NUM,Number of Party Members #b(%d %s %d)#nb,จำนวนสมาชิกปาร์ตี้ #b(%d %s %d)#nb
UI_QUEST_PARTY_LEADER_NUM,"Party Leader, Number of Party Members #b(%d %s %d)#nb","หน้าหน้าปาร์ตี้, จำนวนสมาชิก #b(%d %s %d)#nb"
UI_QUEST_PARTY_MEMBER_NUM,"Non-Party Leader, Number of Party Members #b(%d %s %d)#nb","ไม่ใช่หัวหน้า,จำนวนสมาชิก #b(%d %s %d)#nb"
UI_QUEST_GUILD_SOLO,Non-Guild Mode,โหมด Non-Guild
UI_QUEST_GUILD,Create Guild,สร้าง Guild
UI_QUEST_GUILD_LEADER,Guild Leader,หัวหน้ากิลด์
UI_QUEST_GUILD_MEMBER,Non-Guild Leader,ไม่ใช่หัวหน้ากิลด์
UI_QUEST_GUILD_NUM,Number of Guild Members #b(%d %s %d)#nb,จำนวนสมาชิกกิลด์ #b(%d %s %d)#nb
UI_QUEST_GUILD_LEADER_NUM,"Guild Leader, Number of Guild Members #b(%d %s %d)#nb","หัวหน้ากิลด์, จำนวนสมาชิกกิลด์ #b(%d %s %d)#nb"
UI_QUEST_GUILD_MEMBER_NUM,"Non-Guild Leader, Number of Guild Members #b(%d %s %d)#nb","ไม่ใช่หัวหน้ากิลด์, จำนวนสมาชิกกิลด์ #b(%d %s %d)#nb"
UI_QUEST_CHAOTIC1,You became a criminal.,คุณกลายเป็นฆาตรกร
UI_QUEST_CHAOTIC2,You have been acquitted of your crimes.,เข้าสู่โหมดชำระบาป
UI_QUEST_DIALOG,Chat with #cff78e12f%s#nc,คุยกับ #cff78e12f%s#nc
UI_QUEST_DESTINATION,#bMeet #cff78e12f%s#nc#nb,#bไปเจอ #cff78e12f%s#nc#nb
UI_QUEST_CANCEL_CONFIRM,Are you going to cancel the quest?,คุณกำลังจะยกเลิกเควส?
UI_CONFIRMATION,Confirmation,ยืนยัน
UI_QUEST_DESTINATION_TITLE,Destination,ปลายทาง
UI_MSGBOX_INFO,Information,ข้อมูล
UI_OPTION_UIALPHA,Opacity,ความมืดมิด
UI_QUESTGOAL,Quest Goal,เป้าหมายเควส
UI_GUILD_TAB_INFO,Info,Info
UI_GUILD_TAB_MEMBER,Members,สมาชิก
UI_GUILD_TAB_GRADE,Titles,ไตเติ้ล
UI_GUILD_TAB_WAR,Guild Duel,ท้าดวล Guild
UI_GUILD_NAME,Name:,ชื่อ:
UI_GUILD_NAME_BUTTON,Name,Name
UI_GUILD_MASTER,Master:,Master:
UI_GUILD_EXP,Exp:,Exp:
UI_GUILD_PENYA,Penya:,Penya:
UI_GUILD_LEVEL,Level:,Level:
UI_GUILD_MEMBER,Members:,สมาชิก:
UI_GUILD_DISCORD_TIP,Join the Guild Discord.,เข้าร่วม Discord กิลด์
UI_GUILD_LOGO,Logo:,Logo:
UI_GUILD_LOGO_BUTTON,Logo,Logo
UI_GUILD_NOTICE,Notice,ประกาศ
UI_GUILD_DISMISS,Dismiss,ปิด
UI_GUILD_NOTICE_TIP,Set your guild's notice.,ตั้งค่าประกาศกิลด์
UI_GUILD_LOGO_TIP,Change your guild's logo.,เปลี่ยนโลโก้กิลด์
UI_GUILD_NAME_TIP,This establishes your guild's name. It can be done only once.,คุณสามารถกำหนดชื่อกิลด์ของคุณ และสามารถทำได้เพียงครั้งเดียวเท่านั้น
UI_GUILD_DISMISS_TIP,"Disband your guild. Be careful, there's no going back!",ยุบกิลด์ของคุณ โปรดระวังหากดำเนินการแล้ว จะไม่สามารถกู้คืนกลับได้
UI_GUILDNAME_ENTER,Enter Guild Name,ระบุชื่อกลิด์
UI_GUILDNAME_TITLE,Guild Name Setup,ตั้งค่าชื่อกิลด์
UI_GUILDNOTICE_TITLE,Guild Notice Setup,ตั้งค่าประกาศกิลด์
UI_GUILDNOTICESEARCH_TITLE,Guild Search Notice Setup,คั้งค่าการค้นหาประกาศกิลด์
UI_GUILDNOTICE_NEW,New,ใหม่
UI_GUILDNOTICE_SAVE,Save,บันทึก
UI_GUILDNOTICE_NEW_TIP,Write new Guild Notice.,เขียนประกาศกิลด์ใหม่
UI_GUILDNOTICE_SAVE_TIP,"Open the Notice, and send it to other characters.",เปิดประกาศ และส่งมันไปยังผู้เล่นคนอื่นๆ
UI_GUILDLOGO_TITLE,Guild Logo Setup,การตั้งค่าโลโก้กิลด์
UI_GUILDDISMISS_TITLE,Disband Guild Confirmation,ยืนยันการยุบกิลด์
UI_GUILDDISMISS_CONFIRM,"Do you want to disband the guild? Keep in mind that if your guild owns a house, you will lose ownership of the guild house as well.",คุณต้องการที่จะยุบกิลด์ใช่หรือไม่? โปรดจำไว้ว่าหากกิลด์ของคุณเป็นเจ้าของบ้าน คุณจะสูญเสียสิทธิ์การเป็นเจ้าของบ้านกิลด์ด้วยเช่นกัน
UI_GUILD_PAY,Salary,เงินเดือน
UI_GUILD_PAY_SETUP,Setup,ตั้งค่า
UI_GUILD_GRADE_MEMBER,Members,สมาชิก
UI_GUILD_POWERS,Powers,พลัง
UI_GUILD_POWER_TITLE,Title,Title
UI_GUILD_POWER_RANK,Rank,Rank
UI_GUILD_POWER_JOIN,Join,เข้าร่วม
UI_GUILD_POWER_ITEM,Item,ไอเท็ม
UI_GUILD_POWER_PENYA,Penya,Penya
UI_GUILD_POWER_SPECTATE,Spectate,Spectate
UI_GUILD_POWER_TIP,Apply Settings,ใช้การตั้งค่า
UI_GUILD_POWER_SAVE,Save,บันทึก
UI_GUILD_PAY_TIP,Set %s pay.(It will be paid at 00:00 automatically),ตั้งค่าการจ่าย %s (จะจ่ายให้ เวลา 00:00 อัตโนมัติ)
UI_GUILDPAY_TITLE,Setup Pay per Title,ตั้งค่าการจ่ายตาม Title
UI_GUILDPAY_MESSAGE,What amount will you set for payment?,คุณจะชำระจำนวนเท่าไหร่?
UI_GUILDPAY_AMOUNT,Amount,จำนวน
UI_GUILD_GRADE,Title,Title
UI_GUILD_ALIAS,Nickname,ชื่อเล่น
UI_GUILD_APPELATION_UP,Promote Member,เลื่อนขั้นสมาชิก
UI_GUILD_APPELATION_DOWN,Demote Member,ลดขั้นสมาชิก
UI_GUILD_CLASS_UP,Class Up,Class Up
UI_GUILD_CLASS_DOWN,Class Down,Class Down
UI_GUILD_CREATE_ALIAS,Create Nickname,สร้างชื่อเล่น
UI_GUILD_LEAVE,Leave Guild,ออกจากกิลด์
UI_GUILD_TRANSFER_LEADER,Promote to Guild Master,เลื่อนขั้นเป็น Guild Master
UI_GUILDALIAS_TITLE,Setup Guild Title,ตั้งค่า Guild Title
UI_GUILDALIAS_ENTER,Enter Title,ระบุ Title
UI_GUILDINVITE_TITLE,Invite to Guild,เชิญชวนเข้ากิลด์
UI_GUILDINVITE_QUESTION,%s invites you to join the guild %s. Do you accept?,%s ชวนคุณเข้ากิลด์ %s. คุณต้องการเข้าร่วมหรือไม่?
UI_GUILD_JOINQUESTION,%s wants to join your guild. Do you accept?,%s ต้องการเข้าร่วมกิลด์ของคุณ คุณยืนยันที่จะรับเขาเข้ากิลด์ไหม?
UI_GUILDBANK_TITLE,Guild Safebox,Safebox กิลด์
UI_GUILDBANK_SUPPORT,Support,สนับสนุน
UI_GUILDBANK_CLOAK,Cloak,ผ้าคลุม
UI_GUILDBANK_ITEM,Item,ไอเท็ม
UI_GUILDMERIT_TITLE,Guild Contributing,การสนับสนุนกิลด์
UI_GUILDMERIT_QUESTITEMS,Quest Items,ไอเท็มเควส
UI_GUILDMERIT_PENYA,Penya,Penya
UI_GUILDCOMBATBOARD_TITLE,Guild Siege Information,ข้อมูล Guild Siege
UI_GUILDBANKLOG_TITLE,Guild Bank Log,Log คลังกิลด์
UI_GUILDBANKLOG_ADDITEM,Add Item,เพิ่มไอเท็ม
UI_GUILDBANKLOG_REMOVEITEM,Remove Item,ลบไอเท็ม
UI_GUILDBANKLOG_ADDGOLD,Deposit Penya,เงินฝาก Penya
UI_GUILDBANKLOG_REMOVEGOLD,Withdraw Penya,ถอนเงิน Penya
UI_GUILDBANKLOG_ADDITEM_FORMAT,Add,เพิ่ม
UI_GUILDBANKLOG_REMOVEITEM_FORMAT,Remove,ลบ
UI_GUILDBANKLOG_ADDGOLD_FORMAT,Deposit Penya,เงินฝาก Penya
UI_GUILDBANKLOG_REMOVEGOLD_FORMAT,Withdraw Penya,ถอนเงิน Penya
UI_MOVEPENYA_TITLE,Transfer Penya,โอน Penya
UI_MOVEPENYA_QUESTION,How many do you want to move?,คุณต้องการจะย้ายจำนวนเท่าไหร่?
UI_MOVEPENYA_INPUT,Penya:,Penya:
UI_GUILDRANK_TITLE_GUILD,Guild Ranking,อันดับกิลด์
UI_GUILDRANK_TITLE_INFO,Other Ranking,อันดับอื่นๆ
UI_GUILDRANK_TITLE_WAR,Guild Duel Ranking,อันดับท้าดวล Guild
UI_GUILDRANK_TAB_WAR_WIN,Most Wins,ชนะมากที่สุด
UI_GUILDRANK_TAB_WAR_LOSE,Most Losses,แพ้มากที่สุด
UI_GUILDRANK_TAB_WAR_GIVEUP,Most Surrenders,ยอมแพ้มากที่สุด
UI_GUILDRANK_TAB_INFO_LEVEL,Highest Guild Level,เลเวล Guild สูงสุด
UI_GUILDRANK_TAB_INFO_PLAYTIME,Longest Playtime,เวลาเล่นนานที่สุด
UI_GUILDRANK_TAB_GUILD_BEST,Best Guild,Best Guild
UI_GUILDRANK_TAB_GUILD_UNITED,Best Guild of Unity,จำนวนพันธมิตร
UI_GUILDRANK_TAB_GUILD_PENYA,Richest Guild,จำนวนเงิน
UI_GUILDRANK_RANKING,Ranking,จัดอันดับ
UI_GUILDRANK_GUILDNAME,Guild Name,ชื่อกิลด์
UI_GUILDRANK_LEADERNAME,Master Name,ชื่อ Master
UI_GUILDRANK_WINLOSE,Win / Lose,ชนะ/แพ้
UI_GUILDRANK_AVGLEVEL,Average Level,เลเวลเฉลี่ย
UI_GUILD_WAR_DECLARE,Duel,ต่อสู้
UI_GUILD_WAR_PEACE,Peace,สันติภาพ
UI_GUILD_WAR_GIVEUP,Give Up,ยอมแพ้
UI_GUILD_WAR_NAME,Guild Name:,ชื่อกิลด์:
UI_GUILD_WAR_LOGO,Guild Logo:,โลโก้กิลด์:
UI_GUILD_WAR_WON,Won:,ชนะ:
UI_GUILD_WAR_LOST,Lost:,แพ้:
UI_GUILD_WAR_GAVEUP,Gave Up:,ยอมแพ้:
UI_GUILD_WAR_TIMELEFT,Time Left:,Time Left:
UI_OPTION_THEME,Theme,รูปแบบ
UI_HOME_PROLOGUE,Prologue,อารัมภบท
UI_SKILL_PLUS_TIP,Upgrade Skill Level,อัพเกรด Skill Level
UI_SKILL_MAX_TIP,Maximize Skill Level,Maximize Skill Level
UI_SKILL_MINUS_TIP,Downgrade Skill Level,ลด Skill Level
UI_SKILL_RESET,Reset,รีเซ็ต
UI_SKILL_RESET_TIP,Redistribute skill point (Skill Point used is unavailable.),แจกจ่ายskill point (ไม่สามารถใช้skill pointได้)
UI_SKILL_SAVE,Finish,เสร็จสิ้น
UI_SKILL_SAVE_TIP,Skill Point is distributed by pressing + or – button.,จัดการ Skill Point ด้วยการกดปุ่ม + หรือ – 
UI_SKILL_POINTS,Skill Points,Skill Points
UI_WARNING,Warning,คำเตือน
UI_SKILL_CONFIRM_QUESTION,Confirm changes to skill points?,ยืนยันที่จะเปลี่ยนแปลงskill points?
UI_OPTION_VIBRATIONS,Vibrations,การสั่นสะเทือน
UI_INVENTORY_SORT,Sort Item,จัดเรียงไอเทม
UI_ITEM_DURATION_TITLE,Item Duration,ระยะเวลาของไอเทม
UI_ITEM_DURATION_TIME_LEFT,Time Left,เวลาที่เหลือ
UI_QUERY_EQUIP_TITLE,View,ดู
UI_OPTION_EQUIP_VIEW,Equipment View,ดูอุปกรณ์ที่สวมใส่
UI_OPTION_DUEL_REQUESTS,Duel Requests,คำขอท้าดวล
UI_OPTION_DUEL_BETS,Duel Bets,Duel Bets
UI_TRADE_TITLE,Trade,ซื้อขาย
UI_TRADE_PENYA,Penya,Penya
UI_DROP_FILTER_TITLE,Pick Up Pet,เก็บสัตว์เลี้ยง
UI_DROP_FILTER_SETTINGS,Pick Up item settings,ตั้งค่าการเก็บไอเท็ม
UI_DROP_FILTER_CAT_EQUIPMENT,Equipment,อุปกรณ์
UI_DROP_FILTER_0,Weapons,อาวุธ
UI_DROP_FILTER_1,Armor,ชุดเกราะ
UI_DROP_FILTER_2,Accessory,เครื่องประดับ
UI_DROP_FILTER_3,Power Dice,Power Dice
UI_DROP_FILTER_4,Mineral,แร่
UI_DROP_FILTER_5,Element Card,Element Card
UI_DROP_FILTER_6,Socket Card,Socket Card
UI_DROP_FILTER_7,Quest,Quest
UI_DROP_FILTER_8,Booty,Booty
UI_DROP_FILTER_CAT_MATERIAL,Material ,วัสดุ
UI_DROP_FILTER_9,Food,Food
UI_DROP_FILTER_10,FP Potion,FP Potion
UI_DROP_FILTER_11,Buff,Buff
UI_DROP_FILTER_12,Pet,Pet
UI_DROP_FILTER_13,Etc...,อื่นๆ...
UI_DROP_FILTER_CAT_ETC,Etc,อื่นๆ
UI_DROP_FILTER_14,Common,Common
UI_DROP_FILTER_15,Uncommon,Uncommon
UI_DROP_FILTER_16,Rare & Higher,ระดับ Rare และ สูงกว่า
UI_DROP_FILTER_17,Uncommon & Higher,ระดับ Uncommon และ สูงกว่า
UI_DROP_FILTER_19,MP Potion,MP Potion
UI_DROP_FILTER_APPLY,Apply,Apply
UI_TOOLTIP_ITEMTIME,Time Left:,เวลาที่เหลือ:
UI_TOOLTIP_USE,Use: %s,ใช้: %s
UI_TOOLTIP_PERMANENTTIME,No Time Limit,ไม่จำกัดเวลา
UI_TOOLTIP_COOLTIME,Waiting Time for reuse: %.2d:%.2d,รอเพื่อใช้อีกครั้ง: %.2d:%.2d
UI_RESURRECTION_TITLE,Resurrection Confirm,ยืนยันการฟื้นคืนชีพ
