Key,English
UI_BATTLEPASS_MISSION_UNSAFETYALL,Try Upgrade or Piercing
UI_LEVEL_REQUIRED,Available after level %d.
UI_QUEST_KILLSTEP_RWD,%d Monsters defeated: %s
UI_QUEST_REWARDSTEP_ITEM,%s(%d)
UI_QUEST_KILLSTEP_COND,Defeat monsters (%d/%d)
UI_PVPCONTEST_TELEPORT_AUTOCLOSE,You have %d seconds to join.
UI_PVPCONTEST_RANKING_DAILY,Today's Matchs
UI_PVPCONTEST_RANKING_PRELIMINARY,Preliminary
UI_PVPCONTEST_RANKING_BACKUP,Back-up
UI_PVPCONTEST_RANKING_FINALS,Finals
UI_PVPCONTEST_RANKING_DESC,"This contains all the ranking data for the current FWC PVP Contest.\nIf only one guild has showed up in the preliminary's ranking, then that means it had no opponent!\n#b#uClick on a guild to see the participating players stats.#nu#nb"
UI_PVPCONTEST_RANKING_TITLE,FWC PvP Contest Ranking
UI_PVPCONTEST_RANKING_RANKING,Ranking
UI_PVPCONTEST_RANKING_RANK,Rank
UI_PVPCONTEST_RANKING_GUILDNAME,Guild Name
UI_PVPCONTEST_RANKING_POINTS_TOOLTIP,Points
UI_PVPCONTEST_RANKING_KILLS_TOOLTIP,Kills
UI_PVPCONTEST_RANKING_DEATHS_TOOLTIP,Deaths
UI_APP_INFO_PANG_HIDE,You can summon Info-Pang again by going to Menu > Helper > Info-Pang.
UI_APP_INFO_PANG_LIST,You can view this information again if you click Info-Pang > Right Click > Check the List.
UI_PVPCONTEST_MATCHLIST_INFO,Here you can select a match and spectate it. #bNote: you will be invisible for participating players and will only be able to communicate with others spectators.#nb
UI_PVPCONTEST_SPECTATE_INFO,Do you want to spectate that match? You will get teleported in the match arena.
UI_SERVERTRANSFER_TITLE,Server Transfer
UI_SERVERTRANSFER_MSG,Select server:
UI_SERVERTRANSFER_BASE_DESC,Select which server you want to transfer your character to. Please check the website for exact transfer rules.
UI_SERVERTRANSFER_DESC,Note that transfer requests are done periodically so the transfer is not immediate after using the scroll.
UI_SERVERTRANSFER_FWC_TITLE,FWC Server Transfer
UI_SERVERTRANSFER_FWC_DESC,The transfer will happen after the end of the FWC period and you can still login on your character meanwhile. If you are not sure then you can close this window and select on next login. You cannot change your choice after confirming.
UI_PVPCONTEST_SPECTATE_CAMERAMODE_1,Free Camera
UI_PVPCONTEST_SPECTATE_CAMERAMODE_2,Normal Camera
UI_PVPCONTEST_SPECTATE_LEAVE,Leave spectating
UI_PVPCONTEST_SPECTATE_TITLE,Spectating Settings
UI_FULLSCREEN_ERROR,Fullscreen is not available. If you use Safari press Share > Add to Home Screen and launch the game from your App List.
UI_PVPCONTEST_RANKING_FINALISTS,Finalists
UI_SERVERTRANSFER_CONFIRM,Are you sure you want to transfer your character to %s? You cannot change your choice after confirming.
UI_RPS_INFO,RPS Game\nYou can do the Global Limited Gacha only if you win.
UI_GACHA_DESC_GLOBAL_DAILY,"When you do the random Gacha, you can receive 1 of the items listed below.\nThe Random Gacha is global with all players on the server so please try to obtain the limited amount of prizes.\nThe quantity limit resets on 00:00 server time."
UI_RPS_REWARD_TITLE,Result
UI_RPS_REWARD_TEXT,Would you like to accept the item?
UI_RPS_REWARD_ACCEPT,Accept
UI_RPS_REWARD_DECLINE,Decline
UI_RPS_TITLE,Rock Paper Scissors
UI_RPS_VS,VS
UI_RPS_DEFEAT,You Lose!
UI_RPS_PAPER,Paper
UI_RPS_ROCK,Rock
UI_RPS_SCISSORS,Scissors
UI_RPS_WIN_TITLE,You Win!
UI_GACHA_ACCEPT,Accept
UI_GACHA_DECLINE,Decline
UI_MSGBOX_PASTE,Paste
UI_MSGBOX_CUT,Cut
UI_GUILDBUFF_LEVEL,Activated Buff Level
UI_GUILDBUFF_NEXTLEVEL,Next Level %s / %s
UI_GUILDBUFF_DONATE,Donation
UI_GUILDBUFF_TAB_LIST,Buff Information
UI_GUILDBUFF_TAB_TOKENS,Token Donation
UI_TOOLTIP_DST_DROP_EXP,Monster Exp and Drop
UI_GUILD_TAB_BUFFS,Guild Buff
UI_TOOLTIP_DST_SPEED_ALL,Attack & Casting Speed
UI_GUILDBUFF_MEMBER,Member
UI_GUILDBUFF_NONE,There is no donation yet. 
UI_TOOLTIP_BUYREQLV,Purchase requirement is level %d or higher
UI_COSTUME_BOX_ITEM,Costume Box
UI_COSTUME_BOX_MATERIAL,Repair Hammer
UI_COSTUME_BOX_UPGRADE_PROB,Success: #b%s#nb
UI_COSTUME_BOX_DECREASED,The Costume Box Upgrade Level has decreased
UI_MATERIAL_COUNT,%s x%d
UI_PURCHASE_LIMIT,Purchase Limit: %d / %d
UI_FITTINGROOM_BG,Background
UI_OPTION_PRECISECURSOR,Pixel Perfect Cursor Selection
UI_WEBVIEW_OPEN,Please open your web browser to continue.
UI_BATTLEPASS_JAN,January %d Pass
UI_BATTLEPASS_FEB,February %d Pass
UI_BATTLEPASS_MAR,March %d Pass
UI_BATTLEPASS_APR,April %d Pass
UI_BATTLEPASS_MAY,May %d Pass
UI_BATTLEPASS_JUN,June %d Pass
UI_BATTLEPASS_JUL,July %d Pass
UI_BATTLEPASS_AUG,August %d Pass
UI_BATTLEPASS_SEP,September %d Pass
UI_BATTLEPASS_OCT,October %d Pass
UI_BATTLEPASS_NOV,November %d Pass
UI_BATTLEPASS_DEC,December %d Pass
UI_BATTLEPASS_MISSION_CONSECUTIVE_LOGIN,Login Consecutive %s days
UI_BATTLEPASS_INFO6,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni\n#iSome rewards are enhanced after reaching level %d#ni
UI_BATTLEPASS_INFO7,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni
UI_BATTLEPASS_INFO8,End of the %s season: #b%s#nb (UTC Time)\n#ni\n#iSome rewards are enhanced after reaching level %d#ni
UI_BATTLEPASS_INFO9,End of the %s season: #b%s#nb (UTC Time)\n#ni
UI_REMOTE_SHOP_TITLE,Remote Shop
UI_HALLOWEENPASS,Halloween Pass
UI_PURCHASE_BANK_EXTRA_BAG,Add Slot
UI_SEARCH_BANK_EXTRA_BAG,Bank Extra Bag
UI_EXTRA_BAG_FMT,Add Slot %s
UI_RAINBOWRACE_ITEMS,Rainbow Items
UI_RAINBOWRACE_ITEMS_INFO,Fly through items throughout the race to use them against others!
UI_RAINBOWRACE_POINTS,Rank %d / %d (%d points)
UI_RAINBOWRACE_FARWARNING,"Speed decreased, fly near the race track to avoid disqualification!"
UI_RAINBOWRACE_SPEEDMULTI,Current speed multiplier: %d
UI_RAINBOWRACE_APP_TITLE,Rainbow Race Application
UI_RAINBOWRACE_APP_CONFIRM,This will deduct %lld penya. Would you like to continue?
UI_RAINBOWRACE_APP_CURRENT,Current Applicants: %d
UI_RAINBOWRACE_APP_FEE,Application Fee: %lld
UI_RAINBOWRACE_APP_TIP,Apply for the Rainbow Race.
UI_RAINBOWRACE_RANKING_TIP,View the rankings of the previous race.
UI_RAINBOWRACE_APP_DISABLE_TIP,It is not currently the application period.
UI_RAINBOWRACE_APP_TIMELEFT,Next Race: 
UI_CREATEULTIMATEWEAPON_TITLE,Create ultimate weapon
UI_CREATEULTIMATEWEAPON_DETAIL,"Ultimate Weapon Conversion\nYou can create Ultimate Weapons for equipment level 140 or above. You can convert a +10 Weapon into an Ultimate Weapon. The conversion will not fail and for the conversion you will need 3 Shining Orikalkums, 3 Ultimate Orbs and 100 Million Penya. Ultimate weapons will convert retaining all elemental upgrades and Piercing status."
UI_CREATEULTIMATEWEAPON_CONFIRM,Do you want to continue?
UI_CREATEULTIMATEWEAPON_ERROR_ITEM,This item cannot be used.
UI_CREATEULTIMATEWEAPON_ERROR_UPGRADELEVEL,You can only convert items at the maximum upgrade level.
UI_ULTIMATECONVERTIBLE,Can be converted to Ultimate Weapon
UI_ULTIMATE_RANDOMSTAT,Random Stat Obtained
UI_RESTAT_TITLE,Re-Stat
UI_RESTATC_DESC,Do you wish to apply the Fixed Stat upgrade to the following item?\n(%s)
UI_RESTATR_DESC,Do you wish to apply the Random Stat upgrade to the following item?\n(%s)
UI_RESTATR2_DESC,Do you wish to apply the Random Special Option upgrade to the following item?\n(%s)
UI_ITEM_UPGRADE_PUT,Please input an item which you want to upgrade.
UI_MATERIAL_ITEM_PUT,Please input a material item first.
UI_ELEMENT_UPGRADE_ERROR_ITEM,This item cannot be used.
UI_ULTIMATE_UPGRADE_UNSAFE,Without Scroll of XProtect you will lose the item in case of failure.
UI_MATERIAL_NAME,%s x%d
UI_MATERIAL_NAME_PLACEHOLDER,Material
UI_PROTECTION_SCROLL_PLACEHOLDER,Protection Scroll
UI_ULTIMATE_PREFIX,[Ultimate]
UI_TOOLTIP_DST_LAST_STAND,Last Stand Chance
UI_TOOLTIP_DST_RIP_REFLEX,Riposte Reflex Chance
UI_TOOLTIP_DST_PRANK_ESCAPE,Prankster's Escape Chance
UI_TOOLTIP_DST_HEAL_GRACE,Healing Grace Chance
UI_TOOLTIP_DST_SPIRITUAL_CHARGE,Spiritual Overcharge Chance
UI_TOOLTIP_DST_AURABURST,Aura Burst Chance
UI_TOOLTIP_DST_WATERBOMB,Waterbomb
UI_TOOLTIP_DST_SLOW_RATE,Dmg Slow Rate
UI_TOOLTIP_DST_ARCANE,Arcane Insight Chance
UI_MSGBOX_DISMANTLE,Dismantle
UI_PLAYERHOUSINGBUY_TITLE,Select house template
UI_PLAYERHOUSINGBUY_INFO,Select a template for your house. \n\n#b#cffff0000Changing your house template will remove all decorations from your current house! Make sure it is saved in a preset if you wish to keep it for the future.#nc#nb
UI_PLAYERHOUSINGBUY_CONFIRM,Select template
UI_PLAYERHOUSINGBUY_MSGBOX_INFO,"Are you sure you want to select this template? \n\n#bNote:#nb If you already own a house, it will change the template, but all the decorative models you had placed will be removed!"
UI_PLAYERHOUSINGVISIT_TITLE,Visit houses
UI_PLAYERHOUSINGVISIT_INFO,"In this window, you can select a friend to visit. Only friends who have allowed visits from you will be listed here."
UI_MESSENGER_MENU_HOUSINGVISIT_ALLOW,Allow to visit your house
UI_MESSENGER_MENU_HOUSINGVISIT_DENY,Deny visit to your house
UI_GACHA_DESC_HOUSING,You will unlock all the models below to decorate your house.
UI_PLAYERHOUSINGVISIT_CONFIRM,Visit house
UI_HOUSINGSETUP_OBJECTSLIST,Objects list
UI_HOUSINGSETUP_EDITIONMODE,Toggle editing
UI_HOUSINGSETUP_RESET,Remove all objects
UI_HOUSINGSETUP_RESET_MSGBOX_INFO,Are you sure you want to reset your house objects? #bYou will still be able to place your objects back#nb
UI_HOUSINGSETUP_PLACE_CONFIRM,Place item
UI_HOUSINGSETUP_PLACE_INFO,Select which decoration model you want to use and click place. Then follow the instructions: \n\n- Left click to place\n- Mouse wheel to rotate\n- Press mouse wheel and mouse left/right to change size.
UI_TOOLTIP_HOUSENPC,Place that house NPC to get the following bonuses:
UI_HOUSINGSETUP_OBJECTS,Objects
UI_HOUSINGSETUP_NPCS,NPCs
UI_HOUSINGSETUP_FILTER_HDR,Filter
UI_HOUSINGSETUP_FILTER_HDR_ALL,All
UI_HOUSINGSETUP_FILTER_TREE,Trees
UI_HOUSINGSETUP_FILTER_OTHER,Other
UI_GUILDHOUSINGBIDS_INFO,You can place a bid on this guild house. In #b#u%s#nb#nu the guild with the highest bid will gain ownership of the guild house. \n\n#b#uNote:#nu#nb \n-You can only bid on one guild house at a time. \n-The penyas spent for placing a bid must be available in your guild's bank. \n-You can always increase your bid before the end.
UI_GUILDHOUSINGBIDS_HDR,Guilds' bids
UI_GUILDHOUSINGBIDS_PLACE,Place Bid
UI_GUILDHOUSINGBIDS_MSGBOX_INFO,Enter the amount you wish to bid. #b#uYour guild bank must have enough penya to cover the bid.#nu#nb
UI_GUILDHOUSINGBIDS_EMPTY,There's currently no bids for that house.
UI_MAP_SHIP_TELEPORT,Teleport to ship
UI_MAP_SHIP_TOOLTIP_OWNED,Ship owned by guild [%s]
UI_GUILD_TAB_HOUSING,Housing
UI_GUILD_TAB_HOUSING_NEXTARTIFACTHDR,Next artifact placement in:
UI_GUILD_TAB_HOUSING_PLACEARTIFACTHDR,Time left to select artifact position:
UI_GUILD_TAB_HOUSING_TELEPORT,Teleport to ship
UI_GUILD_TAB_HOUSING_BONUSESHDR,Current House Bonuses
UI_GUILDHOUSINGARTIFACT_MSGBOX_INFO,Are you sure you want your guild's artifact to spawn here? #b#cffff0000Note: A %s penya fee will be taken from your guild's bank.#nc#nb
UI_GUILD_POWER_GUILDHOUSE,Guild House Management
UI_MAP_GHARTIFACT_TOOLTIP,A Guild House artifact is somewhere here...
UI_GUILD_TAB_HOUSING_NOOWNED,Your guild does not own an house.
UI_GUILD_TAB_HOUSING_INFO,"If your guild owns a guild house, every other Saturday, your guild will need to place an Artifact, which costs #b#u%s penyas#nu#nb, at a selected position from a defined list. \n\nIf your guild doesn't have a guild house, you can register for the next artifact battle for #b#u%s penyas#nu#nb and have a chance to obtain a guild house!\nYou can only apply/cancel an hour before the battle start.\n\n\nOnce placed, your guild will be required to defend it on the PK channel from other players, or you will lose ownership of the house. \n\nIf you successfully defend it, you will receive #bspecial rewards and a percentage of the fee#nb will be refunded."
UI_HOUSINGSETUP_PRESETS,Presets
UI_HOUSINGSETUP_MANAGE,Management
UI_HOUSINGPRESET_INFO,You can manage housing presets for this world on this page. Click on a preset to preview object/NPC placements. \n\n#b#uNote:#nb#nu Applying a preset will remove all current decorations/NPCs. Only the NPCs you placed will be added to the preset list. Some models/NPCs that were part of an expired pack may not be placed when applying the preset.
UI_HOUSINGPRESET_HDR,Preset List
UI_HOUSINGPRESET_NEW,New
UI_HOUSINGPRESET_DELETE,Delete
UI_HOUSINGPRESET_APPLY,Apply
UI_HOUSINGPRESETS_MSGBOX_INFO,Preset Name
UI_HOUSINGPRESETS_ERROR_NAME,You have to set a name.
UI_HOUSINGPRESETS_ERROR_NAME_INVALID,The name you set for the preset is incorrect!
UI_UPGRADE_GENERALTAB,General Upgrade
UI_UPGRADE_ELEMENTTAB,Element Upgrade
UI_UPGRADE_PIERCINGTAB,Piercing
UI_GUILD_TAB_HOUSING_VISITS,Allow external visitors
UI_HOUSINGSETUP_FILTER_CHAIR,Chair
UI_HOUSINGSETUP_FILTER_SOFA,Sofa
UI_HOUSINGSETUP_FILTER_LIGHT,Light
UI_HOUSINGSETUP_FILTER_DESK,Desk
UI_HOUSINGSETUP_FILTER_TABLE,Table
UI_HOUSINGSETUP_FILTER_DRAWER,Drawer
UI_HOUSINGSETUP_FILTER_BED,Bed
UI_HOUSINGSETUP_FILTER_PLANT,Plant
UI_HOUSINGSETUP_FILTER_CLOSET,Closet
UI_HOUSINGSETUP_FILTER_BATH,Bath
UI_PLAYERHOUSINGBUY_SIZE_SMALL,S
UI_PLAYERHOUSINGBUY_SIZE_MEDIUM,M
UI_PLAYERHOUSINGBUY_SIZE_LARGE,L
UI_ACHIEVEMENTS_STAT_PAGE,Additional Stat Page
UI_STAT_PAGE_SELECT,Select your stat page:
UI_HOUSINGSETUP_FILTER_FENCE,Fence
UI_HOUSINGSETUP_FILTER_GRASS,Grass
UI_HOUSINGSETUP_FILTER_ROCK,Rock
UI_REPORT_DISCORD,Please send a message through our Discord Modmail with valid evidence to report a player. Do you want to open Discord now?
UI_GUILDSHIP_UNKNOWN,Unknown Guild
UI_GUILDSHIP_VACANT,Vacant Ship
UI_OPTION_WINDOWS_FONT,PC Flyff Font
UI_CREATE_ULTIMATE_WEAPON,Create Ultimate Weapon
UI_CREATE_ULTIMATE_WEAPON_DESC,Create Ultimate Weapons during event period and get rewards!\nYou can earn more rewards based on the number of times you create.
UI_CREATE_ULTIMATE_WEAPON_LVL1,1 time
UI_CREATE_ULTIMATE_WEAPON_LVL2,2 times
UI_CREATE_ULTIMATE_WEAPON_LVL3,3 times
UI_CREATE_ULTIMATE_WEAPON_LVL4,4 times
UI_CREATE_ULTIMATE_WEAPON_LVL5,5 times
UI_UPGRADE_ULTIMATE_WEAPON,Upgrade Ultimate Weapon
UI_UPGRADE_ULTIMATE_WEAPON_DESC,Upgrade Ultimate Weapon during the event period and get Rewards!\nYou can earn more rewards based on the upgrade level.
UI_UPGRADE_ULTIMATE_WEAPON_LVL1,Achieved Ultimate Upgrade +1
UI_UPGRADE_ULTIMATE_WEAPON_LVL2,Achieved Ultimate Upgrade +2
UI_UPGRADE_ULTIMATE_WEAPON_LVL3,Achieved Ultimate Upgrade +3
UI_UPGRADE_ULTIMATE_WEAPON_LVL4,Achieved Ultimate Upgrade +4
UI_UPGRADE_ULTIMATE_WEAPON_LVL5,Achieved Ultimate Upgrade +5
UI_RAINBOWRACE_RANKING,Leaderboard
UI_EXCHANGE_ACCOUNTLINK,#cffff0000You will obtain an Account-Linked item because some of your sacrifice items are Account-Linked.#nc
UI_EXCHANGE_SOULLINK,#cffff0000You will obtain a Soul-Linked item because some of your sacrifice items are Soul-Linked.#nc
UI_RAINBOWRACE_TELEPORT_TITLE,Rainbow Race
UI_RAINBOWRACE_TELEPORT_MSG,The Rainbow Race will begin shortly. Would you like to teleport to the starting point? Declining will disqualify you from the race with no refund.
UI_BATTLEPASS_CHRISTMAS2023,Christmas Pass 2023
UI_HOME_LOGIN_EMAIL,Sign in with Email
UI_HOME_LOGIN_EMAIL_TIP,Login with Flyff Universe Email or Username
UI_SESSION_TITLE,Saved Sessions
UI_SESSION_REMOVE,Remove
UI_SESSION_REMOVEALL,Remove All
UI_LOW_FRAMERATE_GUIDE_TITLE,Caution
UI_LOW_FRAMERATE_GUIDE_DESC,Client performance is low.\nPlease check for 2 items below.
UI_LOW_FRAMERATE_GUIDE_GUIDE01,1) Change in-game video/graphic setting adjusted to your PC.
UI_LOW_FRAMERATE_GUIDE_GUIDE02,2) Make sure your browser has hardware acceleration turned on.
UI_LOW_FRAMERATE_GUIDE_BUTTON_SETTING,Go to Game Setting
UI_BATTLEPASS_MISSION_FINISH_RAINBOW_RACE,Finish Rainbow Race
UI_LOCKED_SLOT_TIP,"Unlock through quests, achievements, or an Extra Bag from the Cash Shop."
UI_LOCKED_SLOT_TIP_COUPLE,You can expand slots through couple level-ups and better couple rings.
UI_QUEST_SLOTS_COMMAND,Unfinished quests which unlock inventory slots:
UI_ACHIEVEMENT_SLOTS_COMMAND,Unclaimed or unfinished achievements which unlock inventory slots:
UI_QUEST_KILL_MONSTER_COUNT,Defeat monsters #cffc32f07#b%d/%d#nb#nc
UI_STORAGE_EXPIRED,(Expired)
UI_STORAGE_GETALL,Retrieve All
UI_STORAGE_GETALL_TIP,Retrieve all items to your inventory.
UI_STORAGE_LIST,Contains %d items:
UI_STORAGE_MORE,And %d more
UI_STORAGE_VIEW,Shift+Left Click or Right Click to view content.
UI_STORAGE_VIEW_INV,Shift+Left Click to view content.
UI_STORAGE_VIEW_MOBILE,Long Press to view content.
UI_ACHIEVEMENTS_TOTAL_CONNECTION_PREMIUM_TAB,Premium total connection
UI_ACHIEVEMENTS_PROBABILITY,Probability
UI_ACHIEVEMENTS_PROBABILITYTIP,Premium prize probability info
UI_ACHIEVEMENTS_PLAYTIME_PURCHASEBTN,Purchase attendance coupon
UI_ACHIEVEMENTS_CONNECTION_PURCHASEBTN,Purchase connection coupon
UI_STATBOARD_TITLE,Statboard
UI_STATBOARD_RAW,Raw Stats
UI_STATBOARD_GRAPHS,Graphs
UI_STATBOARD_RANK,Rank
UI_STATBOARD_TIME,Time
UI_STATBOARD_ITEMS,Items
UI_STATBOARD_SPEED,Avg Speed
UI_STATBOARD_HIDDEN,Hidden zero values: %d
UI_APP_UPGRADABLE_ITEMPACK_TIP,Displays the Upgradable Item Pack Menu.
UI_UPGRADE_ITEMPACK,Upgrade
UI_ITEMPACK_UPGRADE_TITLE,Item Pack Upgrade
UI_ITEMPACK_UPGRADE_DESC,"When you open an egg, you can get all the items listed below.\nIf you succeed in upgrading the egg, you will receive items that are higher ranked, but if you fail, the egg may be downgraded or destroyed."
UI_ITEMPACK_UPGRADE_DESC_EMPTY,Drag and drop an upgradable item pack in the item slot.
UI_ITEMPACK_UPGRADE_CONFIRM,"Successful upgrade increases the reward, but failure may downgrade or destroy the item.\nDo you really want to upgrade?"
UI_TAB_EGG_USE_NAME,Egg Use Achievements event
UI_EGG_USE_EVENT,Egg Use
UI_EGG_USE_EVENT_DESC,"Reward is received when the number of eggs used during the event reaches a certain number.\nThe number of rewards is limited per Eggs color so hurry up.\nFirst come, first served!"
UI_EGG_USE_RED_EGG,Red Egg
UI_EGG_USE_ORANGE_EGG,Orange Egg
UI_EGG_USE_YELLOW_EGG,Yellow Egg
UI_EGG_USE_GREEN_EGG,Green Egg
UI_EGG_USE_BLUE_EGG,Blue Egg
UI_PLAYERHOUSINGBUY_KEEPTIME,Expires in: 
UI_HOUSINGSETUP_KEEPTIME,Expires in: 
UI_GUILD_TAB_HOUSING_JOINBATTLE,Join Artifact Battle
UI_GUILD_TAB_HOUSING_CANCELBATTLE,Cancel Artifact Battle
UI_GUILDHOUSING_ARTIFACTBATTLEJOIN_MSGBOX_INFO,"Would you like to join the next Guild Artifact Battle?\n#cffff0000#bWARNING: By joining the Artifact Battle, a fee of %s penyas will be taken off your guild bank!#nb#nc"
UI_GUILDHOUSING_ARTIFACTBATTLECANCEL_MSGBOX_INFO,Would you like to cancel joining the Guild Artifact Battle? You will receive all of the penyas you've used to join the battle.
UI_GUILD_TAB_HOUSING_NEXTARTIFACTBATTLEHDR,Next artifact battle in:
UI_CHARINFO_HOUSING,Housing
UI_CHARINFO_HOUSING_TEMPLATE,Current Template
UI_CHARINFO_HOUSING_EXPIRATION,Expires in
UI_CHARINFO_HOUSING_BONUSES,Current bonuses
UI_CHARINFO_HOUSING_NOHOUSE,No house yet.
UI_CHARINFO_HOUSING_EXPIRED,Expired.
UI_HOUSINGPRESETSAPPLY_MSGBOX_INFO,You are attempting to apply a preset containing objects or NPCs that are not permanent. Are you certain you still wish to apply it? \n#b#cff78e12fPlease note: Objects and NPCs with the shortest expiration time will be prioritized.#nb#nc
UI_GUILDHOUSING_ARTIFACTBATTLE_TIMELEFT,Artifact Battle Ends in 
UI_GUILD_LOG_BTN,Log
UI_GUILDLOG_TITLE,Guild Log
UI_GUILDLOG_JOINED,Joined
UI_GUILDLOG_LEFT,Left
UI_GUILDLOG_EJECTED,Ejected
UI_GACHA_OPEN_ALL,Open All
UI_GACHA_OPEN_ONE,Open 1
UI_GACHA_OPEN_ALL_CONFIRM,Will you open all the select boxes?
UI_BATTLEPASS_MISSION_USEITEM,Use %s
UI_HOUSINGGUESTBOOK_TOTALLIKES,Total Likes
UI_HOUSINGGUESTBOOK_WELCOMEMSGTITLE,Welcome Message
UI_HOUSINGGUESTBOOK_MSGBOX_TITLE_1,Welcome Message
UI_HOUSINGGUESTBOOK_MSGBOX_TITLE_2,Post Message
UI_HOUSINGGUESTBOOK_MSGBOX_DESC,The message has to be between 4 and %d characters. 
UI_HOUSINGGUESTBOOK_DEL_TITLE,Delete guest message?
UI_HOUSINGGUESTBOOK_DEL_CONFIRM,Are you sure you want to delete that guest message?
UI_PLAYERHOUSINGBUY_SIZE_EXTRA_LARGE,XL
UI_HOUSINGSETUP_FILTER_FLOOR,Floor
UI_HOUSINGSETUP_FILTER_CEILING,Ceiling
UI_HOUSINGSETUP_FILTER_WALL,Wall
UI_PARTY_CHANGE_NAME,Name
UI_PARTY_CHANGE_NAME_TIP,Change the Party name.
UI_KALGAS_ASSAULT_NOT_SCHEDUL_DESC,There are no Kalgas Assault scheduled.
UI_KALGAS_ASSAULT_CANNOT_ENTER,Can't enter Kalgas Assault.
UI_KALGAS_ASSAULT_ENTERTIME_DESC,Do you want to enter the Kalgas Assault?\n\nTime for entry: %s
UI_KALGAS_ASSAULT_REGISTRATIONTIME_DESC,Can't enter yet Kalgas Assault.\n\nEntry Star: %02d:%02d:%02d
UI_KALGAS_ASSAULT_LATE_DESC,Todays Kalgas Assault is already start.
UI_KALGAS_ASSAULT_REG_DESC,"#cff0000ffRegistration#nc\nTime until registration:\n %s \nTime until entry:\n %s \nMinimum Level: %d\n\nCurrent number of registered players: %d\n\n※ Only users who have registered for Kalgas Assault can participate.\n※ You will not be able to enter after the time limit has passed.\n※ Maximum 200 players per an instance (100 vs 100)\n※ The minimum number of players for ranking rewards is 20 or more, and if there are less than 20 players, only the winner reward will be given.\n※ Teams will be randomly selected."
UI_SUN,Sunday
UI_MON,Monday
UI_TUE,Tuesday
UI_WED,Wednesday
UI_THU,Thursday
UI_FRI,Friday
UI_SAT,Saturday
UI_KALGAS_ASSAULT_INFO_TITLE,Kalgas Assault Information
UI_KALGAS_ASSAULT_REGISTRATION_TITLE,Kalgas Assault Registration
UI_KALGAS_ASSAULT_REGISTER,Registration
UI_KALGAS_ASSAULT_REGISTERED,Registered
UI_KALGAS_ASSAULT_RANK_TITLE,Rank
UI_KALGAS_ASSAULT_RANK_RETURN,Transport to Town
UI_KALGAS_ASSAULT_RANK_WINNER,Winner : %s
UI_KALGAS_ASSAULT_RANK_MYRANK,My Ranking : %s
UI_KALGAS_ASSAULT_RANK_NOT_RECORD,No record
UI_KALGAS_ASSAULT_RANK_KALGAS,Kalgas
UI_KALGAS_ASSAULT_RANK_ARTIFACT,Artifact
UI_KALGAS_ASSAULT_RANK_KILL,Kill
UI_KALGAS_ASSAULT_RANK_RANKING,Ranking
UI_KALGAS_ASSAULT_RANK_TEAM,Team
UI_KALGAS_ASSAULT_RANK_NAME,Name
UI_KALGAS_ASSAULT_RANK_POINT,Point
UI_TOOLTIP_DST_BOSS_DMG,Boss Monster Damage
UI_KALGAS_ASSAULT_KILL_COUNT,Kill Count : %d
UI_KALGAS_ASSAULT_REVIVAL_TITLE,Kalgas Assault Revival
UI_KALGAS_ASSAULT_REVIVAL_COUNT,After : %d
UI_KALGAS_ASSAULT_REVIVAL_DEFAULT,Starting Point
UI_KALGAS_ASSAULT_REVIVAL_GOLD,Use gold coin x%d
UI_KALGAS_ASSAULT_REVIVAL_SILVER,Use silver coin
UI_KALGAS_ASSAULT_TIMER_KALGAS,Time until Kalgas appears
UI_KALGAS_ASSAULT_TIMER_END,Time until the Kalgas Assault end
UI_KALGAS_ASSAULT_UNFULFILLED_PLAY_TIME,"Due to insufficient participation time, you will be excluded from rewards and rankings."
UI_KALGAS_ASSAULT_WINNER,Congratulations. %s Team Wins!
UI_KALGAS_ASSAULT_DRAW,Unfortunately the winner is not decided.
UI_KALGAS_ASSAULT_RETURN_COUNT,"After %d seconds, you will be automatically moved to town."
UI_BLACK,Black
UI_WHITE,White
UI_DRAW,Draw
UI_KALGAS_ASSAULT_READY,Kalgas Assault is about to start!
UI_KALGAS_ASSAULT_ENTRY_CLOSE_REMAINING,Entry for Kalgas Assault will close in %d minutes.
UI_KALGAS_ASSAULT_PLAY_START_REMAINING,Kalgas Assault will start in %d minutes.
UI_RAINBOWRACE_TEAMSELECTION_DESC,"You can team up with your friend to compete in a race.\n\nHowever, once you choose a team, you can't change/cancel it, so choose carefully."
UI_RAINBOWRACE_RANDOMMATCHING,Random Matching
UI_RAINBOWRACE_TEAMWITHFRIEND,Team up with a friend
UI_RAINBOWRACE_TEAMINVITATION,Invite a friend
UI_RAINBOWRACE_FRIEND_LEVEL,Level
UI_RAINBOWRACE_FRIEND_NAME,Name
UI_RAINBOWRACE_FRIEND_APPLICATION,Application
UI_RAINBOWRACE_INVITATION_CONFIRM,Would you like to participate in the Rainbow Race Duo (%s) with '%s'?\n\nThe application fee is %lld penya.
UI_RAINBOWRACE_ITEM,ITEM
UI_RAINBOWRACE_SPEED,SPEED
