Key,English,Polish
UI_QUEST_CANCEL_TIP,Cancel Quest in Progress,Porzuć Misję
UI_QUEST_ALLQUESTS,All Quests,Wszystkie Misje
UI_QUEST_INPROGRESS,In Progress,W Trakcie
UI_QUEST_COMPLETED,Completed,Ukończone
UI_QUEST_LIST,Quest List,Lista Misji
UI_QUEST_DETAIL,Quest Details,Szczegóły Misji
UI_QUEST_REWARDS,Reward List,Lista Nagród
UI_QUEST_CONDITIONS,Quest Condition,Warunki Misji
UI_QUEST_GOLD1,Penya: %d,Penya: %d
UI_QUEST_GOLD2,Penya: %d~%d,Penya: %d~%d
UI_QUEST_GOLD3,Penya: ????,Penya: ????
UI_QUEST_EXP1,Experience Gained.,Otrzymane Doświadczenie
UI_QUEST_EXP2,Experience: %.2f%%,Doświadczenie: %.2f%%
UI_QUEST_EXP_COUPLE,Couple Experience: %.2f%%,Couple Experience: %.2f%%
UI_QUEST_SKILLPOINT,Skill points,Punkty Umiejętności
UI_QUEST_INVENTORYSLOT1,Inventory Space,Miejsce w ekwipunku
UI_QUEST_INVENTORYSLOT2,Inventory Space: %d,Miejsce w ekwipunku: %d
UI_QUEST_MODIFY_KARMA1,Collected Karma Point: %d,Otrzymane Punkty Karmy: %d
UI_QUEST_MODIFY_KARMA2,Collected Karma Point: ????,Otrzymane Punkty Karmy: ????
UI_QUEST_ADD_KARMA1,Added Karma Point: %d,Dodane Punkty Karmy: %d
UI_QUEST_ADD_KARMA2,Added Karma Point: ????,Dodane Punkty Karmy: ????
UI_QUEST_ITEM1,Item: %s(%d),Przedmiot: %s(%d)
UI_QUEST_ITEM2,Item: ????,Przedmiot: ????
UI_QUEST_COND_COMPLETED,Quest completed.,Misja ukończona.
UI_QUEST_LIMIT_TIME,Time Left: #b%d minutes#nb,Pozostały Czas: #b%d min#nb
UI_QUEST_LIMIT_TIMEOUT,#bYou exceeded the time limit#nb,#bPrzekroczono czas misji#nb
UI_QUEST_KILL_NPC,Defeat %s #cffc32f07#b%d/%d#nb#nc,Pokonaj %s #cffc32f07#b%d/%d#nb#nc
UI_QUEST_ITEM,%s #cffc32f07#b%d/%d#nb#nc,%s ilość #cffc32f07#b%d/%d#nb#nc
UI_QUEST_PATROL,%s Search,Znajdź %s
UI_QUEST_COMPLETE_TEXT,[Complete],[Ukończono]
UI_QUEST_NODISGUISE,Transformed into a human,Zmieniono w człowieka
UI_QUEST_DISGUISE,Transformed into %s,Zmieniono w %s
UI_QUEST_SKILLLVL,%s Skill Level #b(%d/%d)#nb,%s Poziom Umiejętności #b(%d/%d)#nb
UI_QUEST_KARMA_POINT,Karma Point #b(%d %s %d)#nb,Punkty Karmy #b(%d %s %d)#nb
UI_QUEST_PARTY_SOLO,Going solo,Idź sam/a
UI_QUEST_PARTY,Create party,Utwórz Drużynę
UI_QUEST_PARTY_LEADER,Party Leader,Dowódca Drużyny
UI_QUEST_PARTY_MEMBER,Non-Party Leader,Członek Drużyny
UI_QUEST_PARTY_NUM,Number of Party Members #b(%d %s %d)#nb,Ilość graczy w Drużynie #b(%d %s %d)#nb
UI_QUEST_PARTY_LEADER_NUM,"Party Leader, Number of Party Members #b(%d %s %d)#nb","Dowódca Drużyny, Ilość graczy w Drużynie #b(%d %s %d)#nb"
UI_QUEST_PARTY_MEMBER_NUM,"Non-Party Leader, Number of Party Members #b(%d %s %d)#nb","Członek Drużyny, Ilość graczy w Drużynie #b(%d %s %d)#nb"
UI_QUEST_GUILD_SOLO,Non-Guild Mode,Tryb Bez Gildii
UI_QUEST_GUILD,Create Guild,Utwórz Gildię
UI_QUEST_GUILD_LEADER,Guild Leader,Mistrz Gildii
UI_QUEST_GUILD_MEMBER,Non-Guild Leader,Członek Gildii
UI_QUEST_GUILD_NUM,Number of Guild Members #b(%d %s %d)#nb,Ilość graczy w Gildii #b(%d %s %d)#nb
UI_QUEST_GUILD_LEADER_NUM,"Guild Leader, Number of Guild Members #b(%d %s %d)#nb","Mistrz Gildio, Ilość graczy w Gildii #b(%d %s %d)#nb"
UI_QUEST_GUILD_MEMBER_NUM,"Non-Guild Leader, Number of Guild Members #b(%d %s %d)#nb","Członek Gildii, Ilość graczy w Gildii #b(%d %s %d)#nb"
UI_QUEST_CHAOTIC1,You became a criminal.,Zostałeś/aś kryminalistą.
UI_QUEST_CHAOTIC2,You have been acquitted of your crimes.,Dostąpiłeś/aś uniewinnienia za swoje czyny.
UI_QUEST_DIALOG,Chat with #cff78e12f%s#nc,Porozmawiaj z #cff78e12f%s#nc
UI_QUEST_DESTINATION,#bMeet #cff78e12f%s#nc#nb,#bSpotkaj #cff78e12f%s#nc#nb
UI_QUEST_CANCEL_CONFIRM,Are you going to cancel the quest?,Czy chcesz porzucić Misję?
UI_CONFIRMATION,Confirmation,Potwierdzenie
UI_QUEST_DESTINATION_TITLE,Destination,Cel podróży
UI_MSGBOX_INFO,Information,Informacja
UI_OPTION_UIALPHA,Opacity,Przezroczystość
UI_QUESTGOAL,Quest Goal,Cel Misji
UI_GUILD_TAB_INFO,Info,Info
UI_GUILD_TAB_MEMBER,Members,Członkowie
UI_GUILD_TAB_GRADE,Titles,Titles
UI_GUILD_TAB_WAR,Guild Duel,Pojedynek Gildii
UI_GUILD_NAME,Name:,Imię:
UI_GUILD_NAME_BUTTON,Name,Imię
UI_GUILD_MASTER,Master:,Mistrz:
UI_GUILD_EXP,Exp:,Dośw:
UI_GUILD_PENYA,Penya:,Penya:
UI_GUILD_LEVEL,Level:,Poziom:
UI_GUILD_MEMBER,Members:,Członkowie:
UI_GUILD_DISCORD_TIP,Join the Guild Discord.,Dołącz to Discorda Gildii:
UI_GUILD_LOGO,Logo:,Logo:
UI_GUILD_LOGO_BUTTON,Logo,Logo
UI_GUILD_NOTICE,Notice,Obwieszczenie
UI_GUILD_DISMISS,Dismiss,Odrzuć
UI_GUILD_NOTICE_TIP,Set your guild's notice.,Ustaw obwieszczenie Gildii.
UI_GUILD_LOGO_TIP,Change your guild's logo.,Zmień Logo Gildii.
UI_GUILD_NAME_TIP,This establishes your guild's name. It can be done only once.,To zmieni nazwę twojej Gildii. Można to zrobić tylko raz.
UI_GUILD_DISMISS_TIP,"Disband your guild. Be careful, there's no going back!","Rozwiązuje gildię. Uważaj, nie można jej przywrócić!"
UI_GUILDNAME_ENTER,Enter Guild Name,Wprowadź nazwę Gildii
UI_GUILDNAME_TITLE,Guild Name Setup,Ustaw Nazwę Gildii
UI_GUILDNOTICE_TITLE,Guild Notice Setup,Ustaw Obwieszczenie Gildii
UI_GUILDNOTICESEARCH_TITLE,Guild Search Notice Setup,Ustaw reklamę Gildii
UI_GUILDNOTICE_NEW,New,Nowy
UI_GUILDNOTICE_SAVE,Save,Zapisz
UI_GUILDNOTICE_NEW_TIP,Write new Guild Notice.,Napisz nowe Obwieszczenie.
UI_GUILDNOTICE_SAVE_TIP,"Open the Notice, and send it to other characters.",Otwórz Obwieszczenie i wyślij je innym graczom.
UI_GUILDLOGO_TITLE,Guild Logo Setup,Ustaw Logo Gildii
UI_GUILDDISMISS_TITLE,Disband Guild Confirmation,Potwierdź Rozwiązanie Gildii
UI_GUILDDISMISS_CONFIRM,"Do you want to disband the guild? Keep in mind that if your guild owns a house, you will lose ownership of the guild house as well.","Czy na pewno rozwiązać Gildię? Pamiętaj, że jeśli twoja gildia posiada dom, stracisz również prawo własności do domu gildii."
UI_GUILD_PAY,Salary,Pensja
UI_GUILD_PAY_SETUP,Setup,Konfiguracja
UI_GUILD_GRADE_MEMBER,Members,Członkowie
UI_GUILD_POWERS,Powers,Uprawnienia
UI_GUILD_POWER_TITLE,Title,Tytuł
UI_GUILD_POWER_RANK,Rank,Ranga
UI_GUILD_POWER_JOIN,Join,Dołącz
UI_GUILD_POWER_ITEM,Item,Przedmiot
UI_GUILD_POWER_PENYA,Penya,Penya
UI_GUILD_POWER_SPECTATE,Spectate,Spectate
UI_GUILD_POWER_TIP,Apply Settings,Zastosuj Ustawienia
UI_GUILD_POWER_SAVE,Save,Zapisz
UI_GUILD_PAY_TIP,Set %s pay.(It will be paid at 00:00 automatically),Ustaw %s pensji. (Wypłacane o 00:00 automatycznie)
UI_GUILDPAY_TITLE,Setup Pay per Title,Ustaw Pensję według Tytułu
UI_GUILDPAY_MESSAGE,What amount will you set for payment?,Ile chcesz ustalić pensji?
UI_GUILDPAY_AMOUNT,Amount,Ilość
UI_GUILD_GRADE,Title,Tytuł
UI_GUILD_ALIAS,Nickname,Ksywka
UI_GUILD_APPELATION_UP,Promote Member,Awansuj Gracza
UI_GUILD_APPELATION_DOWN,Demote Member,Zdegraduje Gracza
UI_GUILD_CLASS_UP,Class Up,Awansuj Rangę
UI_GUILD_CLASS_DOWN,Class Down,Zdegraduj Rangę
UI_GUILD_CREATE_ALIAS,Create Nickname,Nadaj Ksywkę
UI_GUILD_LEAVE,Leave Guild,Odejdź z Gildii
UI_GUILD_TRANSFER_LEADER,Promote to Guild Master,Awansuj na Mistrza Gildii
UI_GUILDALIAS_TITLE,Setup Guild Title,Ustaw Tytuł Gildii
UI_GUILDALIAS_ENTER,Enter Title,Wprowadź Tytuł
UI_GUILDINVITE_TITLE,Invite to Guild,Zaproś do Gildii
UI_GUILDINVITE_QUESTION,%s invites you to join the guild %s. Do you accept?,%s zaprasza Cię do Gildii %s. Czy chcesz dołączyć?
UI_GUILD_JOINQUESTION,%s wants to join your guild. Do you accept?,%s chce dołączyć do twojej Gildii. Zgadzasz się?
UI_GUILDBANK_TITLE,Guild Safebox,Sejf Gildii
UI_GUILDBANK_SUPPORT,Support,Wsparcie
UI_GUILDBANK_CLOAK,Cloak,Peleryna
UI_GUILDBANK_ITEM,Item,Przedmiot
UI_GUILDMERIT_TITLE,Guild Contributing,Udział Gildii
UI_GUILDMERIT_QUESTITEMS,Quest Items,Przedmioty Misji
UI_GUILDMERIT_PENYA,Penya,Penya
UI_GUILDCOMBATBOARD_TITLE,Guild Siege Information,Informacje Oblężenia Gildii
UI_GUILDBANKLOG_TITLE,Guild Bank Log,Rejestr Banku Gildii
UI_GUILDBANKLOG_ADDITEM,Add Item,Dodaj Przedmiot
UI_GUILDBANKLOG_REMOVEITEM,Remove Item,Usuń Przedmiot
UI_GUILDBANKLOG_ADDGOLD,Deposit Penya,Zdeponuj Penya
UI_GUILDBANKLOG_REMOVEGOLD,Withdraw Penya,Wypłać Penya
UI_GUILDBANKLOG_ADDITEM_FORMAT,Add,Dodaj
UI_GUILDBANKLOG_REMOVEITEM_FORMAT,Remove,Usuń
UI_GUILDBANKLOG_ADDGOLD_FORMAT,Deposit Penya,Zdeponuj Penya
UI_GUILDBANKLOG_REMOVEGOLD_FORMAT,Withdraw Penya,Wypłać Penya
UI_MOVEPENYA_TITLE,Transfer Penya,Przekaż Penya
UI_MOVEPENYA_QUESTION,How many do you want to move?,Ile chcesz przenieść?
UI_MOVEPENYA_INPUT,Penya:,Penya:
UI_GUILDRANK_TITLE_GUILD,Guild Ranking,Ranking Gildii
UI_GUILDRANK_TITLE_INFO,Other Ranking,Inny Ranking
UI_GUILDRANK_TITLE_WAR,Guild Duel Ranking,Ranking Pojedynków Gildii
UI_GUILDRANK_TAB_WAR_WIN,Most Wins,Najwięcej Wygranych
UI_GUILDRANK_TAB_WAR_LOSE,Most Losses,Najwięcej Przegranych
UI_GUILDRANK_TAB_WAR_GIVEUP,Most Surrenders,Najwięcej Poddań
UI_GUILDRANK_TAB_INFO_LEVEL,Highest Guild Level,Najwyższy Poziom Gildii
UI_GUILDRANK_TAB_INFO_PLAYTIME,Longest Playtime,Najdłuższy Czas Gry
UI_GUILDRANK_TAB_GUILD_BEST,Best Guild,Najlepsza Gildia
UI_GUILDRANK_TAB_GUILD_UNITED,Best Guild of Unity,Najlepsza Zjednoczona Gildia
UI_GUILDRANK_TAB_GUILD_PENYA,Richest Guild,Najbogatsza Gildia
UI_GUILDRANK_RANKING,Ranking,Ranking
UI_GUILDRANK_GUILDNAME,Guild Name,Nazwa Gildii
UI_GUILDRANK_LEADERNAME,Master Name,Imię Mistrza
UI_GUILDRANK_WINLOSE,Win / Lose,Wygrane / Porażki
UI_GUILDRANK_AVGLEVEL,Average Level,Średni Poziom
UI_GUILD_WAR_DECLARE,Duel,Pojedynek
UI_GUILD_WAR_PEACE,Peace,Pokój
UI_GUILD_WAR_GIVEUP,Give Up,Poddaj Się
UI_GUILD_WAR_NAME,Guild Name:,Nazwa Gildii:
UI_GUILD_WAR_LOGO,Guild Logo:,Logo Gildii:
UI_GUILD_WAR_WON,Won:,Wygrane:
UI_GUILD_WAR_LOST,Lost:,Przegrane:
UI_GUILD_WAR_GAVEUP,Gave Up:,Poddano Się:
UI_GUILD_WAR_TIMELEFT,Time Left:,Pozostały Czas:
UI_OPTION_THEME,Theme,Motyw
UI_HOME_PROLOGUE,Prologue,Prolog
UI_SKILL_PLUS_TIP,Upgrade Skill Level,Podnieś poziom Umiejętności
UI_SKILL_MAX_TIP,Maximize Skill Level,Maximize Skill Level
UI_SKILL_MINUS_TIP,Downgrade Skill Level,Obniż poziom Umiejętności
UI_SKILL_RESET,Reset,Resetuj
UI_SKILL_RESET_TIP,Redistribute skill point (Skill Point used is unavailable.),Rozdaj punkty umiejętności
UI_SKILL_SAVE,Finish,Zakończ
UI_SKILL_SAVE_TIP,Skill Point is distributed by pressing + or – button.,Rozdaj Punkty Umiejętności za pomocą przycisków + i -.
UI_SKILL_POINTS,Skill Points,Punkty Umiejętności
UI_WARNING,Warning,Uwaga
UI_SKILL_CONFIRM_QUESTION,Confirm changes to skill points?,Potwierdź zmiany do umiejętności?
UI_OPTION_VIBRATIONS,Vibrations,Wibracje
UI_INVENTORY_SORT,Sort Item,Sortuj
UI_ITEM_DURATION_TITLE,Item Duration,Czas trwania Przedmiotu
UI_ITEM_DURATION_TIME_LEFT,Time Left,Pozostał Czas
UI_QUERY_EQUIP_TITLE,View,Podgląd
UI_OPTION_EQUIP_VIEW,Equipment View,Podgląd Ekwipunku
UI_OPTION_DUEL_REQUESTS,Duel Requests,Zaproszenia do Pojedynku
UI_OPTION_DUEL_BETS,Duel Bets,Duel Bets
UI_TRADE_TITLE,Trade,Handluj
UI_TRADE_PENYA,Penya,Penya
UI_DROP_FILTER_TITLE,Pick Up Pet,Zwierzak Zbierający
UI_DROP_FILTER_SETTINGS,Pick Up item settings,Filtr przedmiotów
UI_DROP_FILTER_CAT_EQUIPMENT,Equipment,Ekwipunek
UI_DROP_FILTER_0,Weapons,Broń
UI_DROP_FILTER_1,Armor,Zbroja
UI_DROP_FILTER_2,Accessory,Akcesoria
UI_DROP_FILTER_3,Power Dice,Kostki Mocy
UI_DROP_FILTER_4,Mineral,Minerał
UI_DROP_FILTER_5,Element Card,Karta Żywiołu
UI_DROP_FILTER_6,Socket Card,Karta Gniazda
UI_DROP_FILTER_7,Quest,Misja
UI_DROP_FILTER_8,Booty,Skarb
UI_DROP_FILTER_CAT_MATERIAL,Material ,Materiał
UI_DROP_FILTER_9,Food,Jedzenie
UI_DROP_FILTER_10,FP Potion,FP Potion
UI_DROP_FILTER_11,Buff,Buff
UI_DROP_FILTER_12,Pet,Zwierzak
UI_DROP_FILTER_13,Etc...,Etc...
UI_DROP_FILTER_CAT_ETC,Etc,Etc
UI_DROP_FILTER_14,Common,Pospolite
UI_DROP_FILTER_15,Uncommon,Nieczęste
UI_DROP_FILTER_16,Rare & Higher,Rare & Higher
UI_DROP_FILTER_17,Uncommon & Higher,Uncommon & Higher
UI_DROP_FILTER_19,MP Potion,MP Potion
UI_DROP_FILTER_APPLY,Apply,Zastosuj
UI_TOOLTIP_ITEMTIME,Time Left:,Pozostały czas:
UI_TOOLTIP_USE,Use: %s,Użyj: %s
UI_TOOLTIP_PERMANENTTIME,No Time Limit,Nie ma limitu czasu
UI_TOOLTIP_COOLTIME,Waiting Time for reuse: %.2d:%.2d,Czas przed ponownym użyciem: %.2d:%.2d
UI_RESURRECTION_TITLE,Resurrection Confirm,Potwierdzenie Wskrzeszenia
UI_RESURRECTION_MESSAGE,Another player is trying to resurrect you. Do you want to be resurrected?,Inny gracz próbuje Cię wskrzesić. Czy chcesz powrócić do życia?
UI_TOOLTIP_EQUIPSET,Set Effect,Efekt Kompletu
UI_TOOLTIP_BLOCKRATE,Block,Zablokuj
UI_OPTION_FIELDVIEW_AUTO,Auto,Auto
UI_OPTION_FIELDVIEW_HIGH,High,Wysokie
UI_OPTION_FIELDVIEW_VERYHIGH,Very High,Bardzo Wysokie
UI_OPTION_FIELDVIEW_MEDIUM,Medium,Średnie
UI_OPTION_FIELDVIEW_LOW,Low,Niskie
UI_OPTION_FIELDVIEW_VERYLOW,Very Low,Bardzo Niskie
UI_OPTION_FIELDVIEW,View,Podgląd
UI_OPTION_FIELDVIEW_EXTREME,Extreme,Ekstremalnie niskie
UI_OPTION_COLORBLIND_1,Protanopia,Protanopia
UI_OPTION_COLORBLIND_2,Deutranopia,Deutranopia
UI_OPTION_COLORBLIND_3,Tritanopia,Tritanopia
UI_OPTION_RENDERSCALE,Resolution,Rozdzielczość
UI_OPTION_FOV,FoV,FoV
UI_OPTION_FOV_TIP,Field of View,Pole widzenia
UI_OPTION_ADVANCEDSFX,Special Effects,Efekty Specjalne
UI_INFO_PANG_TUTORIAL,Tutorial,Samouczek
UI_INFO_PANG_NEXT,Next,Dalej
UI_INFO_PANG_DONE,Done,Gotowe
UI_INFO_PANG_GOTIT,Got it,Rozumiem
UI_INFO_PANG_CHECKTHELIST,Check the List,Sprawdź Listę
UI_TUTORIAL_LIST_TITLE,Tutorial,Samouczek
UI_DROP_ITEM_CONFIRM,Really drop this item?,Na pewno upuścić przedmiot?
UI_PRIVATE_SHOP_NAME,Shop Name,Nazwa Sklepu
UI_PRIVATE_SHOP_LIST,Sale List,Lista Sprzedaży
UI_PRIVATE_SHOP_RESET,Reset,Resetuj
UI_PRIVATE_SHOP_CHAT,Chat,Chat
UI_PRIVATE_SHOP_SELL_TITLE,Sell Item Registration,Rejestracja przedmiotów na sprzedaż
UI_PRIVATE_SHOP_QUANTITY,Quantity,Ilość
UI_PRIVATE_SHOP_UNIT_PRICE,Unit price,Cena sztuki
UI_PRIVATE_SHOP_OPEN,Will you open your shop?,Czy chcesz otworzyć sklep?
UI_PRIVATE_SHOP_CLOSE,Will you close your shop?,Zamknąć sklep?
UI_PERSONAL_SHOP_TITLE,%s's Private Shop,Sklep Gracza %s
UI_PRIVATE_SHOP_BUY_TITLE,Buy Item,Kup Przedmiot
UI_PRIVATE_SHOP_BUY,Purchase,Zakup
UI_PRIVATE_SHOP_TOTAL_COST,Total Cost,Całkowity koszt
UI_PERSONAL_SHOP_CHAT_TITLE,Chatting,Rozmowa
UI_PERSONAL_SHOP_CHAT_USER,User,Użytkownik
UI_PERSONAL_SHOP_CHAT_MESSAGE,Message,Wiadomość
UI_PERSONAL_SHOP_CHAT_INPUT,Input,Wkład
UI_PERSONAL_SHOP_CHAT_DIALOG,Dialog,Rozmawiaj
UI_PERSONAL_SHOP_CHAT_INFO,Information,Informacja
UI_PERSONAL_SHOP_CHAT_SEND,Send,Wyślij
UI_PERSONAL_SHOP_JOIN,%s has just logged in.,%s dołączyła/a.
UI_PERSONAL_SHOP_LEAVE,%s has disconnected.,%s wyszedł/ła ze sklepu.
UI_PERSONAL_SHOP_SALE,Character: %s has purchased %s(%d) for %lld penya.,%s zakupił/a %s(%d) za %lld Penya.
UI_CONFIRM_SELL_PREMIUM_TITLE,Confirm Selling Premium Item,Potwierdź sprzedaż Przedmiotu Premium.
UI_CONFIRM_SELL_PREMIUM_MSG,"This is a Premium Item. Are you sure?\nOnce it is sold, it cannot be recovered.",To jest przedmiot Premium. Czy na pewno sprzedać?\nNie będzie można go odzyskać.
UI_TOOLTIP_ITEM_BINDS,[Soul-Linked],[Niewymienialny]
UI_TOOLTIP_ACCOUNT_BINDS,[Account-Linked],[Związane z kontem]
UI_BEAUTY_SHOP_TITLE,Hair Shop,Fryzjer
UI_BEAUTY_SHOP_RESET,Reset,Resetuj
UI_BEAUTY_SHOP_HAIR_COLOR,Hair Color,Kolor Włosów
UI_BEAUTY_SHOP_HAIR_STYLE,Hair Style,Styl Uczesania
UI_BEAUTY_SHOP_PREVIEW,Preview,Podgląd
UI_BEAUTY_SHOP_STYLE_PRICE,Style Price:,Cena Stylu:
UI_BEAUTY_SHOP_COLOR_PRICE,Color Price:,Cena Koloru:
UI_BEAUTY_SHOP_TOTAL_PRICE,Total:,Razem:
UI_BEAUTY_SHOP_CONFIRM_TITLE,Confirm Purchase,Potwierdź Zakup
UI_OPTION_TRADE,Trade Requests,Prośby o Handel
UI_TRADE_REQUEST_TITLE,Trade,Handluj
UI_TRADE_REQUEST_QUESTION,%s wants to trade. Would you like to trade?,%s zaprasza do handlu. Handlować?
UI_TRADE_PUT_GOLD_QUESTION,How many do you want to move?,Ile chcesz przenieść?
UI_TRADE_PUT_GOLD_QTY,Penya:,Penya:
UI_TRADE_ITEM,Item,Przedmiot
UI_TRADE_PUT_ITEM_QUESTION,Move how many items?,Ile przedmiotów przenieść?
UI_TRADE_PUT_ITEM_QTY,Number:,Ilość:
UI_TRADE_CONFIRM_TITLE,Confirm Trade,Potwierdź Wymianę
UI_TRADE_CONFIRM_QUESTION,Do you accept the trade?,Czy zgadzasz się na wymianę?
UI_TRADE_CONFIRM_WAIT,You need to wait for approval.,Musisz poczekać na zgodę.
UI_OPTION_MOBILE_DIR,Directional Pad,Directional Pad
UI_PIERCING_TITLE,Piercing,Wydrąż Gniazdo
UI_PIERCING_PIERCE_ITEM,Pierce Item,Wydrąż Gniazdo
UI_PIERCING_ITEM,Item,Przedmiot
UI_PIERCING_MATERIAL,Power Dice,Kostki Mocy
UI_PIERCING_PROTECTSCROLL,GProtect,GProtect
UI_PIERCING_CONFIRMATION,Do you want to pierce this item?,Czy chcesz wydrążyć gniazdo w tym przedmiocie?
UI_PIERCING_UNSAFE,Without Scroll of GProtect you will lose the item in case of failure.,Bez Zwoju GProtect utracisz przedmiot w wypadku niepowodzenia.
UI_PIERCING_REMOVE_TITLE,Remove Piercing Card,Usuń Kartę z Gniazda
UI_PIERCING_REMOVE_MSG,Remove the selected piercing card from this item? #b#cffff0000The removed card will be destroyed.#nc#nb,Remove the selected piercing card from this item? #b#cffff0000The removed card will be destroyed.#nc#nb
UI_PIERCING_REMOVE_OK,Remove,Usuń
UI_UPGRADE_PROBTOOLTIP,The success rate increases with each failed attempt.,The success rate increases with each failed attempt.
UI_UPGRADE_ATTEMPTS,Upgrade attempts: %d,Upgrade attempts: %d
UI_ELEMENT_ATTEMPTS,Element upgrade attempts: %d,Element upgrade attempts: %d
UI_PIERCING_ATTEMPTS,Piercing attempts: %d,Piercing attempts: %d
UI_ACCESSORY_TITLE,Accessory Upgrade,Ulepszenie Akcesoriów
UI_ACCESSORY_UPGRADE_ITEM,Upgrade Item,Ulepsz Przedmiot
UI_ACCESSORY_PROTECTSCROLL,AProtect,AProtect
UI_ACCESSORY_UNSAFE,Without Scroll of AProtect you will lose the item in case of failure.,Twój przedmiot zniknie w przypadku niepowodzenia jeśli nie użyjesz Scroll of A protect.
UI_UPGRADE_TITLE,Upgrade,Ulepszenie
UI_UPGRADE_ITEM,Item,Przedmiot
UI_UPGRADE_MATERIAL,Power Dice/Card,Kostka Mocy/Karta
UI_UPGRADE_PROTECTSCROLL,SProtect,SProtect
UI_ULTIMATE_UPGRADE_PROTECTSCROLL,XProtect,XProtect
UI_ULTIMATE_UPGRADE_MATERIAL,Sunstone,Sunstone
UI_UPGRADE_CHANCESCROLL,SFusion,Zwój Wytapiania
UI_UPGRADE_DEGRADE,Attribute level will decrease in case of failure. You will not lose the item.,Poziom Ulepszenia spadnie w wypadku niepowodzenia. Nie utracisz przedmiotu.
UI_UPGRADE_UNSAFE,Without Scroll of SProtect you will lose the item in case of failure.,Bez Zwoju SProtect utracisz przedmiot w razie niepowodzenia.
UI_UPGRADE_CONFIRMATION,Do you want to upgrade this item?,Czy chcesz ulepszyć ten przedmiot?
UI_ATTRIBUTE_REMOVE_TITLE,Remove Element Upgrade,Usuń Żywioł
UI_ATTRIBUTE_REMOVE_MSG_TITLE,Confirm Removal,Potwierdź Usunięcie
UI_ATTRIBUTE_REMOVE_MSG,Remove the element upgrade from this item? #b#cffff0000This action cannot be undone.#nc#nb,"Usunięcie Żywiołu będzie kosztowało 100,000 Penya."
UI_REVIVAL_CASH_SHOP_TIP,You can use a Premium item.,Możesz użyć przedmiotu Premium.
UI_REVIVAL_REVIVAL,Original Place,Miejsce Pierwotne
UI_REVIVAL_REVIVAL_TIP,You will be revived where you died.,Zostanie wskrzeszony tu na miejscu.
UI_COMMITEM_DIALOG_TITLE,Use Item,Użyj przedmiotu
UI_RESTATE_CONFIRM_TITLE,Confirm Re-Stat,Potwierdź Reset Atrybutów
UI_RESTATE_CONFIRM_ALL,All character stats will be reset. Continue?,Wszystkie punkty atrybutów postaci ulegną zresetowaniu. Kontynuować?
UI_RESTATE_CONFIRM_STR,Your Strength (STR) stat will be reset and the points will be refunded to you. Continue?,Twoje Punkty STR zostaną zresetowane i zwrócone. Kontynuować?
UI_RESTATE_CONFIRM_STA,Your Stamina (STA) stat will be reset and the points will be refunded to you. Continue?,Twoje Punkty STA zostaną zresetowane i zwrócone. Kontynuować?
UI_RESTATE_CONFIRM_DEX,Your Dexterity (DEX) stat will be reset and the points will be refunded to you. Continue?,Twoje Punkty DEX zostaną zresetowane i zwrócone. Kontynuować?
UI_RESTATE_CONFIRM_INT,Your Intellect (INT) stat will be reset and the points will be refunded to you. Continue?,Twoje Punkty INT zostaną zresetowane i zwrócone. Kontynuować?
UI_RESTATE_CONFIRM_STR_LOW,50 Strength (STR) points will be refunded to you. Do you want to continue?,50 punktów STR zostanie Ci zwrócone. Czy chcesz kontynuować?
UI_RESTATE_CONFIRM_STA_LOW,50 Stamina (STA) points will be refunded to you. Do you want to continue?,50 punktów STA zostanie Ci zwrócone. Czy chcesz kontynuować?
UI_RESTATE_CONFIRM_DEX_LOW,50 Dexterity (DEX) points will be refunded to you. Do you want to continue?,50 punktów DEX zostanie Ci zwrócone. Czy chcesz kontynuować?
UI_RESTATE_CONFIRM_INT_LOW,50 Intelligence (INT) points will be refunded to you. Do you want to continue?,50 punktów INT zostanie Ci zwrócone. Czy chcesz kontynuować?
UI_OPTION_BATTLEBGM,Battle Music,Muzyka Walki
UI_OPTION_VOICES,Japanese Voices,Japońskie Głosy
UI_PK_CONFIRM_TITLE,P.K,P.K.
UI_PK_CONFIRM,You are about to commit a crime. Do you attack?,Zamierzasz popełnić przestępstwo. Czy zaatakujesz?
UI_BANK_ENTERPASS_TITLE,Bank Password,Hasło do Banku
UI_BANK_ENTERPASS_MSG,Enter Bank PIN (4 Digits),Wprowadź PIN Banku (4 Cyfry)
UI_BANK_ENTERPASS_PIN,PIN,PIN
UI_BANK_ENTERPASS_CHANGE,Change,Zmień
UI_BANK_CHANGEPASS_TITLE,Bank PIN,PIN Bankowy
UI_BANK_CHANGEPASS_MSG,Set/Change Bank PIN (4 Digits),Ustaw/Zmień PIN Bankowy ( 4 Cyfry)
UI_BANK_CHANGEPASS_OLD,Old PIN:,Stary PIN:
UI_BANK_CHANGEPASS_NEW,New PIN:,Nowy PIN:
UI_BANK_CHANGEPASS_CONFIRM,Confirm PIN:,Potwierdź PIN:
UI_BANK_TITLE,Bank,Bank
UI_DUELREQUEST_TITLE,Duel Request,Prośba o Pojedynek
UI_DUELREQUEST_BETMSG,How much do you want to bet for this duel?,Ile chcesz postawić na ten Pojedynek?
UI_DUELREQUEST_BETLBL,Penya:,Penya:
UI_DUELREQUEST_MSG,%s challenges you to a duel %s. Do you accept?,"%s wyzywa Cię na Pojedynek, %s. Akceptujesz?"
